,id,title,release_date,vote_average,vote_count,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_score
12300,6557,27 Dresses,2008-01-10,6.1,1013.0,2008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.32135539609102
12328,7191,Cloverfield,2008-01-15,6.4,2297.0,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.4661103733592125
12356,7555,Rambo,2008-01-24,6.4,1009.0,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.522538578055476
12365,11253,Hellboy II: The Golden Army,2008-07-11,6.5,1555.0,2008.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.565649982620785
12368,8321,In Bruges,2008-02-08,7.4,1414.0,2008.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.235376548738618
12405,8247,Jumper,2008-02-10,5.9,1855.0,2008.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.084675462541705
12481,155,The Dark Knight,2008-07-16,8.3,12269.0,2008.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.240082286340803
12508,8065,21,2008-03-27,6.5,1406.0,2008.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570782116624194
12540,9870,Forgetting Sarah Marshall,2008-04-17,6.4,1194.0,2008.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.50915626581211
12588,1726,Iron Man,2008-04-30,7.4,8951.0,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.366660746406276
12595,8681,Taken,2008-02-18,7.2,4444.0,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.15649488557559
12614,2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,6.3,1668.0,2008.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.408353650500791
12625,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,5.7,2558.0,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.874921750910961
12648,9502,Kung Fu Panda,2008-06-04,6.9,3231.0,2008.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.882554466439483
12675,10661,You Don't Mess with the Zohan,2008-06-05,5.5,1068.0,2008.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.904917547376094
12700,1724,The Incredible Hulk,2008-06-12,6.1,3086.0,2008.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.193393952673094
12704,10681,WALL·E,2008-06-22,7.8,6439.0,2008.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.725768945710579
12705,8909,Wanted,2008-06-19,6.4,2583.0,2008.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.459977526527965
12706,8960,Hancock,2008-07-01,6.2,3050.0,2008.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.280256539235412
12713,11665,Get Smart,2008-06-19,6.0,1072.0,2008.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.244854143947656
12768,11631,Mamma Mia!,2008-07-03,6.4,1435.0,2008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.495561092654117
12789,88751,Journey to the Center of the Earth,2008-07-10,5.8,1353.0,2008.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.061689538200602
12815,13183,Watchmen,2009-03-05,7.0,2892.0,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.966070375673855
12826,12133,Step Brothers,2008-07-25,6.5,1084.0,2008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.585170905483405
12849,1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,5.2,1418.0,2008.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609233949054074
12855,5038,Vicky Cristina Barcelona,2008-08-15,6.7,1050.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.722523041474654
12866,10189,Pineapple Express,2008-08-06,6.6,1169.0,2008.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.650875203286827
12883,7446,Tropic Thunder,2008-08-09,6.5,1707.0,2008.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561128552009839
12893,10483,Death Race,2008-08-22,6.0,1205.0,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.225754084625052
12910,4944,Burn After Reading,2008-09-05,6.5,1251.0,2008.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.577047809415028
12975,13027,Eagle Eye,2008-09-25,6.3,1038.0,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.452737785621401
13053,10527,Madagascar: Escape 2 Africa,2008-10-30,6.2,1866.0,2008.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.320418729622027
13057,3580,Changeling,2008-01-30,7.3,1151.0,2008.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.139437137665485
13059,20766,The Road,2009-11-25,6.8,1113.0,2009.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.790645204144894
13060,12405,Slumdog Millionaire,2008-05-12,7.6,2918.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.478557845022151
13061,10764,Quantum of Solace,2008-10-30,6.1,3015.0,2008.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.195280430806746
13129,13053,Bolt,2008-11-21,6.3,1798.0,2008.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.402223983588214
13133,8966,Twilight,2008-11-20,5.8,3688.0,2008.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5.915785748396781
13135,13387,Transporter 3,2008-11-26,5.9,1110.0,2008.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.170130878438332
13137,14574,The Boy in the Striped Pyjamas,2008-05-07,7.7,1492.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.466521442914515
13172,10200,The Day the Earth Stood Still,2008-12-10,5.2,1057.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.704117350215617
13187,13223,Gran Torino,2008-12-09,7.8,3181.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.660068110373734
13198,11321,Seven Pounds,2008-12-18,7.5,2092.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.359147652116403
13204,12163,The Wrestler,2008-09-07,7.3,1031.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1268521974433146
13219,4922,The Curious Case of Benjamin Button,2008-11-24,7.3,3398.0,2008.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,7.2319935131569295
13221,10201,Yes Man,2008-12-09,6.4,1869.0,2008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.478054332750408
13224,2253,Valkyrie,2008-12-25,6.7,1195.0,2008.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,6.72059629161399
13258,14306,Marley & Me,2008-12-25,6.9,1392.0,2008.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.865597629115071
13286,14756,Ip Man,2008-12-12,7.5,1309.0,2008.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.298181710495143
13317,12437,Underworld: Rise of the Lycans,2009-01-22,6.2,1447.0,2009.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6.346333186587424
13371,14836,Coraline,2009-02-05,7.3,1432.0,2009.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.162790224785567
13502,13811,Knowing,2009-03-19,5.9,1528.0,2009.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6.114453014933784
13507,15472,The Girl with the Dragon Tattoo,2009-02-27,7.4,1020.0,2009.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.192704417293234
13524,15512,Monsters vs Aliens,2009-03-19,6.0,1464.0,2009.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.195983052080303
13581,13804,Fast & Furious,2009-04-02,6.5,2426.0,2009.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.546107557855677
13602,16996,17 Again,2009-03-11,6.1,1388.0,2009.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277389149515739
13605,16869,Inglourious Basterds,2009-08-18,7.9,6598.0,2009.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7.820387533711711
13622,17431,Moon,2009-06-12,7.6,1831.0,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4219265183550895
13635,2080,X-Men Origins: Wolverine,2009-04-28,6.2,4086.0,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.262126191514548
13643,13475,Star Trek,2009-05-06,7.4,4574.0,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.337901205022806
13670,13448,Angels & Demons,2009-05-13,6.5,2183.0,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.55028353122837
13693,534,Terminator Salvation,2009-05-20,5.9,2496.0,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.045163789814992
13694,18360,Night at the Museum: Battle of the Smithsonian,2009-05-20,5.9,2026.0,2009.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.072173679448027
13724,14160,Up,2009-05-13,7.8,7048.0,2009.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.731758176243471
13746,18785,The Hangover,2009-06-05,7.2,6324.0,2009.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1684804680957965
13798,18240,The Proposal,2009-06-01,6.7,1858.0,2009.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.71480522234339
13817,12162,The Hurt Locker,2008-10-10,7.2,1881.0,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7.109664306713866
13833,8373,Transformers: Revenge of the Fallen,2009-06-19,6.0,3192.0,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.104255339730692
13847,11322,Public Enemies,2009-07-01,6.5,1371.0,2009.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.572106207528441
13848,8355,Ice Age: Dawn of the Dinosaurs,2009-06-29,6.5,2330.0,2009.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.547671630489652
13874,19913,(500) Days of Summer,2009-07-17,7.2,2993.0,2009.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.138422763895138
13893,767,Harry Potter and the Half-Blood Prince,2009-07-07,7.4,5435.0,2009.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.346909977133229
13948,21208,Orphan,2009-07-24,6.7,1296.0,2009.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.7194380369074125
13952,20943,The Ugly Truth,2009-07-24,6.4,1005.0,2009.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.522864261983864
13966,17654,District 9,2009-08-05,7.3,3451.0,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.232905774306685
13975,14869,G.I. Joe: The Rise of Cobra,2009-08-04,5.6,1988.0,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.8350927308222325
14117,12244,9,2009-08-19,6.6,1291.0,2009.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.647409667384542
14167,22794,Cloudy with a Chance of Meatballs,2009-09-17,6.5,1799.0,2009.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.558682346361772
14192,23827,Paranormal Activity,2007-09-14,5.9,1351.0,2007.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.134959867253222
14234,19959,Surrogates,2009-09-24,5.9,1219.0,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.153002160724674
14236,19908,Zombieland,2009-10-07,7.2,3655.0,2009.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.148233625580197
14301,22803,Law Abiding Citizen,2009-10-15,7.2,1522.0,2009.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0936254768969915
14334,22947,Up in the Air,2009-09-05,6.7,1246.0,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.719994681721486
14378,10315,Fantastic Mr. Fox,2009-10-23,7.5,1206.0,2009.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.285996901691509
14394,17979,A Christmas Carol,2009-11-04,6.6,1137.0,2009.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.651869709398726
14416,14161,2012,2009-10-10,5.6,4994.0,2009.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.706463544646107
14425,18239,The Twilight Saga: New Moon,2009-03-15,5.6,2518.0,2009.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5.79380739373284
14465,22881,The Blind Side,2009-11-20,7.2,1626.0,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.098829122429781
14493,7980,The Lovely Bones,2009-12-26,6.6,1101.0,2009.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.653036048898009
14494,22954,Invictus,2009-12-10,7.0,1150.0,2009.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9302489177489175
14496,10198,The Princess and the Frog,2009-12-08,6.7,1293.0,2009.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6.719470560114732
14551,19995,Avatar,2009-12-10,7.2,12114.0,2009.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.182948368026457
14557,10528,Sherlock Holmes,2009-12-23,7.0,5883.0,2009.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.981969405340077
14625,28178,Hachi: A Dog's Tale,2009-06-13,7.7,1769.0,2009.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.495024554555185
14631,20504,The Book of Eli,2010-01-14,6.6,2207.0,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.631367090611642
14822,32856,Valentine's Day,2010-02-10,5.7,1043.0,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.046669289880567
14825,11324,Shutter Island,2010-02-18,7.8,6559.0,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.727030842086091
14841,32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,6.0,2079.0,2010.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.149248047415942
14873,22971,Dear John,2010-02-04,6.6,1302.0,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6.64712026319962
14892,12155,Alice in Wonderland,2010-03-03,6.4,4773.0,2010.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.4350674595649
14984,10191,How to Train Your Dragon,2010-03-05,7.5,4319.0,2010.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.424239616992263
15006,18823,Clash of the Titans,2010-04-01,5.6,2280.0,2010.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.810399537512847
15017,23483,Kick-Ass,2010-03-22,7.1,4747.0,2010.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068536442593046
15026,35056,Date Night,2010-04-08,5.9,1148.0,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.163902132454924
15153,10138,Iron Man 2,2010-04-28,6.6,6969.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.6113684180326295
15202,20662,Robin Hood,2010-05-12,6.2,1434.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34731681193677
15265,9543,Prince of Persia: The Sands of Time,2010-05-19,6.2,2372.0,2010.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.29920289494628
15344,34544,The A-Team,2010-06-10,6.2,1737.0,2010.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.327362858420079
15348,10193,Toy Story 3,2010-06-16,7.6,4710.0,2010.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5203283520701945
15372,10192,Shrek Forever After,2010-05-16,6.0,2021.0,2010.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.152681758939196
15408,24021,The Twilight Saga: Eclipse,2010-06-23,5.9,2382.0,2010.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.05090586894022
15422,10196,The Last Airbender,2010-06-30,4.7,1180.0,2010.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.316018282312925
15463,34851,Predators,2010-07-03,6.0,1231.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.222363208715028
15472,20352,Despicable Me,2010-07-08,7.1,6595.0,2010.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.076731601731602
15480,27205,Inception,2010-07-14,8.1,14075.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8.05436780200931
15481,38365,Grown Ups,2010-06-24,6.0,1746.0,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.171376097188652
15483,27022,The Sorcerer's Apprentice,2010-07-13,5.9,1526.0,2010.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.114664715836978
15487,37834,Knight and Day,2010-06-15,5.9,1583.0,2010.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.108790549345039
15496,38575,The Karate Kid,2010-06-10,6.2,1675.0,2010.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3309934318555
15516,27576,Salt,2010-07-21,6.2,2125.0,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.308537414965986
15530,31011,Mr. Nobody,2009-09-11,7.9,1616.0,2009.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7.632944571968674
15581,27581,The Other Guys,2010-08-06,6.1,1406.0,2010.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275713910957877
15608,27578,The Expendables,2010-08-03,6.0,2977.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.110701959817576
15609,22538,Scott Pilgrim vs. the World,2010-07-27,7.2,2185.0,2010.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1198922585794095
15735,23631,Machete,2010-09-01,6.3,1171.0,2010.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.44058091818415
15776,35791,Resident Evil: Afterlife,2010-09-09,5.8,1382.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.057657127675725
15798,37799,The Social Network,2010-09-30,7.1,3492.0,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.058644968508445
15807,23168,The Town,2010-09-15,7.0,1516.0,2010.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.942912060657597
15814,37735,Easy A,2010-09-10,6.7,2282.0,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.712548782992709
15989,39514,RED,2010-10-13,6.6,2858.0,2010.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.625286097166681
16054,41733,Due Date,2010-11-04,6.2,1737.0,2010.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.327362858420079
16057,44115,127 Hours,2010-11-05,7.0,2668.0,2010.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.963671311327561
16058,38055,Megamind,2010-10-28,6.7,1968.0,2010.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.7141453461449405
16066,44214,Black Swan,2010-12-02,7.3,4562.0,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.247631512107016
16114,44048,Unstoppable,2010-11-04,6.3,1193.0,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.438754113576913
16128,12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,7.5,5708.0,2010.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.441190514543447
16129,45269,The King's Speech,2010-09-06,7.6,2817.0,2010.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.474860028424996
16130,38757,Tangled,2010-11-24,7.4,3419.0,2010.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.319599569861117
16144,45317,The Fighter,2010-12-17,7.2,1512.0,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0930967764839545
16209,43347,Love & Other Drugs,2010-11-22,6.6,1268.0,2010.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.648026422107304
16210,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-08-13,6.2,1555.0,2010.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.338642683350713
16220,37710,The Tourist,2010-12-08,6.0,1744.0,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.171528838808251
16278,44264,True Grit,2010-12-22,7.2,1701.0,2010.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.102276562601415
16279,20526,TRON: Legacy,2010-12-10,6.3,2895.0,2010.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.369193141173995
16346,39451,Little Fockers,2010-12-21,5.5,1092.0,2010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.898813262742284
16437,40805,The Green Hornet,2011-01-12,5.5,1274.0,2011.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.857897809631181
16492,49849,Cowboys & Aliens,2011-07-29,5.4,2054.0,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5.668171775366373
16572,51876,Limitless,2011-03-08,7.1,3888.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7.062377099882797
16621,41630,No Strings Attached,2011-01-21,6.1,1367.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.279384421149285
16670,48138,Unknown,2011-02-16,6.5,1288.0,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.575453419622883
16705,39513,Paul,2011-02-14,6.5,1825.0,2011.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.558026113671275
16738,44896,Rango,2011-03-02,6.6,2094.0,2011.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.632733505892719
16742,38050,The Adjustment Bureau,2011-03-03,6.5,1677.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.561970929851041
16760,27582,The Mechanic,2011-01-13,6.3,1066.0,2011.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.450006841817187
16763,46529,I Am Number Four,2011-02-18,5.9,1606.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.1065103106769785
16769,44943,Battle: Los Angeles,2011-03-08,5.5,1462.0,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8236038299111685
16818,50546,Just Go with It,2011-02-10,6.3,1588.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.41250513136289
16833,45612,Source Code,2011-03-30,7.1,2752.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7.0492345369882266
16842,23629,Sucker Punch,2011-03-24,5.9,1661.0,2011.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.1012543795861705
16884,49018,Insidious,2010-09-13,6.8,1775.0,2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.793367346938775
16946,50456,Hanna,2011-04-07,6.5,1284.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.575622597693786
16964,46195,Rio,2011-04-03,6.5,2213.0,2011.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5497275025011845
16974,10195,Thor,2011-04-21,6.6,6678.0,2011.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.611829299844763
17052,51497,Fast Five,2011-04-20,7.1,2491.0,2011.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0448046520513925
17107,55721,Bridesmaids,2011-04-28,6.5,1697.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.561406788477795
